Time,Sensor 1,Sensor 2,Type,Concentration
288,0.528199913,0.302407935,2,0.4
289,0.528199913,0.302407935,2,0.4
290,0.527634785,0.302346097,2,0.5
291,0.528049597,0.302522064,2,0.5
292,0.528230574,0.302492526,2,0.5
293,0.528317952,0.302472165,2,0.5
294,0.528303254,0.302354019,2,0.5
295,0.528173122,0.302349431,2,0.5
296,0.527391953,0.301840972,2,0.5
297,0.526905296,0.301602764,2,0.5
298,0.526894437,0.301845875,2,0.5
299,0.527396683,0.30188039,2,0.5
300,0.527466475,0.301871963,2,0.5
301,0.527506734,0.301961574,2,0.5
302,0.527442278,0.301972063,2,0.5
303,0.526937552,0.301811602,2,0.5
304,0.526478226,0.301387843,2,0.5
305,0.526065941,0.301725945,2,0.5
306,0.5267674,0.301825514,2,0.5
307,0.52698128,0.301901349,2,0.5
308,0.527154404,0.302010357,2,0.5
309,0.52731341,0.302163186,2,0.5
310,0.527405085,0.302235904,2,0.5
311,0.526844016,0.301995517,2,0.5
312,0.526507741,0.30202639,2,0.5
313,0.526370605,0.302539837,2,0.5
314,0.527266925,0.302808349,2,0.5
315,0.527625242,0.303023065,2,0.5
316,0.527949329,0.303277563,2,0.5
317,0.528190699,0.303496563,2,0.5
318,0.528154618,0.303806022,2,0.5
319,0.527901863,0.303541045,2,0.5
320,0.527770767,0.304054999,2,0.5
321,0.528710666,0.304417509,2,0.5
322,0.529230991,0.304696405,2,0.5
323,0.529765262,0.30500473,2,0.5
324,0.530320093,0.305346989,2,0.5
325,0.530848013,0.305327534,2,0.5
326,0.53057363,0.305625218,2,0.5
327,0.530664073,0.306004442,2,0.5
328,0.53172289,0.306707199,2,0.5
329,0.532476685,0.307086624,2,0.5
330,0.533138256,0.307454732,2,0.5
331,0.533895713,0.307846052,2,0.5
332,0.5345517,0.308319952,2,0.5
333,0.534994513,0.308337101,2,0.5
334,0.534846086,0.308833793,2,0.5
335,0.535699675,0.309629981,2,0.5
336,0.536855028,0.310136654,2,0.5
337,0.537866232,0.310658043,2,0.5
338,0.538774542,0.311128642,2,0.5
339,0.5397439,0.311709366,2,0.5
340,0.54004703,0.311956978,2,0.5
341,0.54055929,0.31240603,2,0.5
342,0.541178661,0.313279047,2,0.5
343,0.542862203,0.313971212,2,0.5
344,0.544021,0.314658946,2,0.5
345,0.545206877,0.315234223,2,0.5
346,0.546312579,0.315858782,2,0.5
347,0.547528333,0.316139907,2,0.5
348,0.54780961,0.316723744,2,0.5
349,0.548547282,0.317344325,2,0.5
350,0.550184446,0.318336816,2,0.5
351,0.551529171,0.319111278,2,0.5
352,0.552856026,0.319729225,2,0.5
353,0.554160903,0.320511987,2,0.5
354,0.555650192,0.321223368,2,0.5
355,0.556285122,0.321603096,2,0.5
356,0.557273161,0.322288466,2,0.5
357,0.558363859,0.323432648,2,0.5
358,0.560607449,0.324287949,2,0.5
359,0.562196117,0.325084969,2,0.5
360,0.563643218,0.325875516,2,0.5
361,0.565284514,0.326834655,2,0.5
362,0.566935073,0.327172043,2,0.5
363,0.567389492,0.328033835,2,0.5
364,0.56847656,0.328940411,2,0.5
365,0.570707893,0.329984512,2,0.5
366,0.572345543,0.330788554,2,0.5
367,0.574016169,0.331580357,2,0.5
368,0.575870636,0.332330993,2,0.5
369,0.577379908,0.332560509,2,0.5
370,0.578335656,0.333017024,2,0.5
371,0.579293499,0.333626136,2,0.5
372,0.581478901,0.33456823,2,0.5
373,0.583320924,0.335111608,2,0.5
374,0.585002528,0.335581307,2,0.5
375,0.586658198,0.336090178,2,0.5
376,0.588076704,0.336483238,2,0.5
377,0.588770237,0.336462288,2,0.5
378,0.589772092,0.336721223,2,0.5
379,0.590630779,0.337436789,2,0.5
380,0.592685269,0.33783944,2,0.5
381,0.593948961,0.338161802,2,0.5
382,0.595280581,0.338349811,2,0.5
383,0.596354752,0.338654183,2,0.5
384,0.59768156,0.338761851,2,0.5
385,0.597236057,0.338535109,2,0.5
386,0.597680859,0.338924788,2,0.5
387,0.599187929,0.339236934,2,0.5
388,0.600058778,0.339454165,2,0.5
389,0.600858967,0.33958087,2,0.5
390,0.601459611,0.33967105,2,0.5
391,0.602154829,0.339391736,2,0.5
392,0.60182891,0.339470252,2,0.5
393,0.601741287,0.33958151,2,0.5
394,0.602650695,0.33994322,2,0.5
395,0.603135461,0.340035573,2,0.5
396,0.603426976,0.34001957,2,0.5
397,0.603631569,0.340035218,2,0.5
398,0.603952957,0.340039461,2,0.5
399,0.603210285,0.339531146,2,0.5
400,0.603010002,0.339384102,2,0.5
401,0.602723178,0.339724251,2,0.5
402,0.603461152,0.339751038,2,0.5
403,0.603443566,0.339577512,2,0.5
404,0.603332218,0.339574974,2,0.5
405,0.603397205,0.339402599,2,0.5
406,0.603446671,0.338892682,2,0.5
407,0.602044695,0.338684336,2,0.5
408,0.601327341,0.338580977,2,0.5
409,0.601672432,0.338682376,2,0.5
410,0.601560343,0.33861191,2,0.5
411,0.601343348,0.338491074,2,0.5
412,0.601080888,0.338370511,2,0.5
413,0.600682592,0.337748991,2,0.5
414,0.599469256,0.337585505,2,0.5
415,0.598452874,0.337256181,2,0.5
416,0.59863068,0.337464233,2,0.5
417,0.598481879,0.337390945,2,0.5
418,0.598179099,0.337217708,2,0.5
419,0.597772049,0.337073458,2,0.5
420,0.597383504,0.336890275,2,0.5
421,0.596071783,0.336259856,2,0.5
422,0.595334447,0.33596194,2,0.5
423,0.594488355,0.336081204,2,0.5
424,0.594715946,0.335945926,2,0.5
425,0.594253231,0.335805932,2,0.5
426,0.593762519,0.335531271,2,0.5
427,0.593310145,0.335274125,2,0.5
428,0.592822598,0.334736459,2,0.5
429,0.591320282,0.334466804,2,0.5
430,0.590265273,0.334208637,2,0.5
431,0.590349102,0.334392682,2,0.5
432,0.589987953,0.334183155,2,0.5
433,0.589510976,0.334026835,2,0.5
434,0.589039507,0.33377492,2,0.5
435,0.588488667,0.333172033,2,0.5
436,0.587474048,0.332897661,2,0.5
437,0.586042473,0.332626507,2,0.5
438,0.585875194,0.332804675,2,0.5
439,0.585530216,0.332668186,2,0.5
440,0.585120734,0.33246282,2,0.5
441,0.584590426,0.332289853,2,0.5
442,0.584180679,0.331972955,2,0.5
443,0.582913377,0.331349888,2,0.5
444,0.581916228,0.331015594,2,0.5
445,0.581062391,0.331153625,2,0.5
446,0.581168014,0.331029828,2,0.5
447,0.580823115,0.330842675,2,0.5
448,0.580234042,0.330618333,2,0.5
449,0.579786453,0.330401332,2,0.5
450,0.57927356,0.329701891,2,0.5
451,0.577577344,0.329420087,2,0.5
452,0.576715847,0.329099162,2,0.5
453,0.576843717,0.329270317,2,0.5
454,0.576473294,0.329048705,2,0.5
455,0.576145655,0.328782774,2,0.5
456,0.575667863,0.328576308,2,0.5
457,0.575012329,0.328200795,2,0.5
458,0.574643198,0.327732267,2,0.5
459,0.572973771,0.327410739,2,0.5
460,0.572858869,0.327532548,2,0.5
461,0.572585381,0.327409545,2,0.5
462,0.572262658,0.327214723,2,0.5
463,0.571810045,0.326939429,2,0.5
464,0.571413477,0.326701251,2,0.5
465,0.570230831,0.326088643,2,0.5
466,0.56938484,0.325699113,2,0.5
467,0.568574441,0.325804041,2,0.5
468,0.568732182,0.325584894,2,0.5
469,0.568278803,0.325418061,2,0.5
470,0.567997361,0.325318707,2,0.5
471,0.567658398,0.325083521,2,0.5
472,0.567238826,0.324455851,2,0.5
473,0.565858471,0.324206693,2,0.5
474,0.564853727,0.323880611,2,0.5
475,0.564919109,0.324014785,2,0.5
476,0.564651319,0.323847513,2,0.5
477,0.564458768,0.323728745,2,0.5
478,0.564143183,0.323491633,2,0.5
479,0.563701293,0.323505342,2,0.5
480,0.562675872,0.322786318,2,0.5
481,0.56177533,0.322522669,2,0.5
482,0.561353471,0.322644066,2,0.5
483,0.561550749,0.322464299,2,0.5
484,0.561294589,0.32225831,2,0.5
485,0.561041345,0.322119459,2,0.5
486,0.560694874,0.32190597,2,0.5
487,0.559948216,0.3216723,2,0.5
488,0.558875886,0.320924474,2,0.5
489,0.55816581,0.321050381,2,0.5
490,0.558352308,0.320912085,2,0.5
491,0.558228092,0.320787371,2,0.5
492,0.55798922,0.32062821,2,0.5
493,0.557686925,0.320399948,2,0.5
494,0.557310567,0.319814341,2,0.5
495,0.556068654,0.319468617,2,0.5
496,0.555326887,0.319243235,2,0.5
497,0.555523678,0.319385905,2,0.5
498,0.55536231,0.319169423,2,0.5
499,0.555018204,0.319001783,2,0.5
500,0.554838723,0.31886784,2,0.5
501,0.554512846,0.3186945,2,0.5
502,0.554020809,0.317981337,2,0.5
503,0.552668347,0.317723602,2,0.5
504,0.552660889,0.317869054,2,0.5
505,0.552695599,0.317767553,2,0.5
506,0.552474173,0.317573939,2,0.5
507,0.552270069,0.317390403,2,0.5
508,0.552089917,0.31718313,2,0.5
509,0.550949677,0.316588658,2,0.5
510,0.550449116,0.316330097,2,0.5
511,0.549816751,0.316393441,2,0.5
512,0.550132879,0.316318577,2,0.5
513,0.550042026,0.316179236,2,0.5
514,0.549884504,0.316100257,2,0.5
515,0.549725668,0.315932363,2,0.5
516,0.549489313,0.315322414,2,0.5
517,0.548404671,0.315142237,2,0.5
518,0.547658921,0.314935006,2,0.5
519,0.547924167,0.315170847,2,0.5
520,0.547763027,0.314918484,2,0.5
521,0.547676707,0.314871151,2,0.5
522,0.547469126,0.314653822,2,0.5
523,0.547107105,0.314485425,2,0.5
524,0.546157292,0.313838695,2,0.5
525,0.545645631,0.313589599,2,0.5
526,0.545180882,0.313714928,2,0.5
527,0.545682357,0.313714419,2,0.5
528,0.545624502,0.313617838,2,0.5
529,0.545576075,0.313454595,2,0.5
530,0.545469213,0.313387385,2,0.5
531,0.544427535,0.31286277,2,0.5
532,0.543871321,0.312610574,2,0.5
533,0.54339379,0.312765377,2,0.5
534,0.54386595,0.312678712,2,0.5
535,0.5438643,0.312515328,2,0.5
536,0.54372094,0.312358056,2,0.5
537,0.543664136,0.312197003,2,0.5
538,0.543383884,0.311802112,2,0.5
539,0.542492218,0.311563469,2,0.5
540,0.541845186,0.311349969,2,0.5
541,0.542147817,0.311542579,2,0.5
542,0.542207219,0.311368711,2,0.5
543,0.542145378,0.311214454,2,0.5
544,0.54203214,0.311075594,2,0.5
545,0.541824659,0.311013518,2,0.5
546,0.541235157,0.310316887,2,0.5
547,0.540269242,0.310128707,2,0.5
548,0.540117573,0.310324607,2,0.5
549,0.54031696,0.310243393,2,0.5
550,0.540439853,0.310082846,2,0.5
551,0.540420502,0.309983985,2,0.5
552,0.540268276,0.309758196,2,0.5
553,0.539500246,0.309406548,2,0.5
554,0.539065213,0.308985958,2,0.5
555,0.538520569,0.309205861,2,0.5
556,0.538965948,0.309137299,2,0.5
557,0.539041906,0.309010976,2,0.5
558,0.53903463,0.308840545,2,0.5
559,0.53883382,0.308690078,2,0.5
560,0.538808112,0.308170357,2,0.5
561,0.537785323,0.307892658,2,0.5
562,0.537227688,0.307777212,2,0.5
563,0.537657958,0.308053627,2,0.5
564,0.537758157,0.307952806,2,0.5
565,0.537724657,0.307893976,2,0.5
566,0.537701554,0.307823281,2,0.5
567,0.537592163,0.307569271,2,0.5
568,0.537433341,0.307093677,2,0.5
569,0.536187366,0.306884246,2,0.5
570,0.536427504,0.307076753,2,0.5
571,0.536514351,0.307009237,2,0.5
572,0.536451976,0.306905134,2,0.5
573,0.536336647,0.30683004,2,0.5
574,0.536289344,0.306725483,2,0.5
575,0.535611012,0.306444219,2,0.5
576,0.535114037,0.305919394,2,0.5
577,0.534684395,0.306042787,2,0.5
578,0.535074353,0.306035778,2,0.5
579,0.535055077,0.305890735,2,0.6
580,0.535058008,0.305805545,2,0.6
581,0.535031077,0.305681141,2,0.6
582,0.535019647,0.305238848,2,0.6
583,0.534037456,0.305027464,2,0.6
584,0.53351748,0.304891324,2,0.6
585,0.533936559,0.305136355,2,0.6
586,0.533970303,0.305030863,2,0.6
587,0.534048766,0.304997772,2,0.6
588,0.533997108,0.304864806,2,0.6
589,0.533903101,0.304735346,2,0.6
590,0.533827413,0.304258825,2,0.6
591,0.53257213,0.304211214,2,0.6
592,0.53278245,0.304487268,2,0.6
593,0.532935073,0.304562227,2,0.6
594,0.533003507,0.304642476,2,0.6
595,0.53287383,0.304708136,2,0.6
596,0.533025651,0.304728673,2,0.6
597,0.532389014,0.304374794,2,0.6
598,0.531993357,0.304294915,2,0.6
599,0.531665833,0.304706004,2,0.6
600,0.532379655,0.304878139,2,0.6
601,0.532614191,0.305079242,2,0.6
602,0.532779452,0.30529294,2,0.6
603,0.532969749,0.305448613,2,0.6
604,0.533291751,0.305348293,2,0.6
605,0.532348885,0.305458255,2,0.6
606,0.532095551,0.305786137,2,0.6
607,0.532728278,0.306248651,2,0.6
608,0.533168252,0.306664538,2,0.6
609,0.533558922,0.306997048,2,0.6
610,0.533860625,0.307280527,2,0.6
611,0.53429104,0.307491177,2,0.6
612,0.534663557,0.307552544,2,0.6
613,0.533809082,0.30799392,2,0.6
614,0.534694946,0.308709748,2,0.6
615,0.535271429,0.309267863,2,0.6
616,0.536056162,0.309763808,2,0.6
617,0.536694672,0.310343526,2,0.6
618,0.537445468,0.31084729,2,0.6
619,0.537353768,0.311110513,2,0.6
620,0.53777119,0.311585605,2,0.6
621,0.538257763,0.312522076,2,0.6
622,0.539644415,0.313240407,2,0.6
623,0.540824661,0.313871526,2,0.6
624,0.541692714,0.31453454,2,0.6
625,0.542720785,0.315399473,2,0.6
626,0.544066078,0.315809296,2,0.6
627,0.54402103,0.316507864,2,0.6
628,0.544760587,0.317359614,2,0.6
629,0.546606815,0.318465286,2,0.6
630,0.548055272,0.319385287,2,0.6
631,0.549503793,0.320243213,2,0.6
632,0.550824923,0.321058259,2,0.6
633,0.552142612,0.321827745,2,0.6
634,0.553674318,0.322500188,2,0.6
635,0.553975651,0.323410509,2,0.6
636,0.555867074,0.324629037,2,0.6
637,0.557745353,0.32563842,2,0.6
638,0.559508228,0.326662382,2,0.6
639,0.561253539,0.327669262,2,0.6
640,0.563134752,0.328666022,2,0.6
641,0.564089892,0.329374211,2,0.6
642,0.565498925,0.330225815,2,0.6
643,0.566907477,0.331572502,2,0.6
644,0.569556272,0.332750913,2,0.6
645,0.571551362,0.333841018,2,0.6
646,0.573647551,0.334922142,2,0.6
647,0.575662621,0.336030095,2,0.6
648,0.577937121,0.336786214,2,0.6
649,0.578532143,0.337724864,2,0.6
650,0.580170695,0.33904176,2,0.6
651,0.582775084,0.340477891,2,0.6
652,0.584924108,0.341696366,2,0.6
653,0.587086329,0.342950383,2,0.6
654,0.589324937,0.344150032,2,0.6
655,0.591373058,0.344979851,2,0.6
656,0.592579175,0.346009542,2,0.6
657,0.594283671,0.346975964,2,0.6
658,0.596530029,0.348379803,2,0.6
659,0.598735284,0.349430082,2,0.6
660,0.600894108,0.350451916,2,0.6
661,0.603092305,0.35135026,2,0.6
662,0.605279265,0.352177943,2,0.6
663,0.606544648,0.352579406,2,0.6
664,0.608399363,0.353309788,2,0.6
665,0.610220983,0.354417921,2,0.6
666,0.613082235,0.355112227,2,0.6
667,0.615221177,0.35576506,2,0.6
668,0.617348551,0.356318459,2,0.6
669,0.619201466,0.356672803,2,0.6
670,0.620871937,0.357185782,2,0.6
671,0.621488647,0.357028225,2,0.6
672,0.622620157,0.357813307,2,0.6
673,0.624835546,0.358183608,2,0.6
674,0.626520283,0.358488192,2,0.6
675,0.62788039,0.358728674,2,0.6
676,0.629037896,0.358927324,2,0.6
677,0.630043194,0.358597639,2,0.6
678,0.630422927,0.358779473,2,0.6
679,0.630760684,0.358884859,2,0.6
680,0.632159089,0.359383202,2,0.6
681,0.633253878,0.359529283,2,0.6
682,0.634158863,0.359657409,2,0.6
683,0.634870021,0.35967891,2,0.6
684,0.635365199,0.359639178,2,0.6
685,0.634898974,0.359166059,2,0.6
686,0.634742075,0.358940799,2,0.6
687,0.63464137,0.359194038,2,0.6
688,0.635566752,0.359260036,2,0.6
689,0.635722105,0.359123024,2,0.6
690,0.635902106,0.358971117,2,0.6
691,0.635829691,0.358827745,2,0.6
692,0.635857444,0.35823258,2,0.6
693,0.634487966,0.358027224,2,0.6
694,0.633787309,0.357882881,2,0.6
695,0.634245792,0.358102021,2,0.6
696,0.634029869,0.358066394,2,0.6
697,0.63374816,0.35795589,2,0.6
