Time,Sensor 1,Sensor 2,Type,Concentration
66,0.539315978,0.391892521,5,2
67,0.540213407,0.392228939,5,2
68,0.54106377,0.393058589,5,2
69,0.54295061,0.393556472,5,2
70,0.544368987,0.394233395,5,2
71,0.545586092,0.394686924,5,2
72,0.546954273,0.395088611,5,2
73,0.54821575,0.39496026,5,2
74,0.548625122,0.395303557,5,2
75,0.549363214,0.395545324,5,2
76,0.551074174,0.396292115,5,2
77,0.552355543,0.396608947,5,2
78,0.553648732,0.396874594,5,2
79,0.55479984,0.396991392,5,2
80,0.555815688,0.397293968,5,2
81,0.556110396,0.396753377,5,2
82,0.556566375,0.396682193,5,2
83,0.557377803,0.397157267,5,2
84,0.558679672,0.397220903,5,2
85,0.559567296,0.397416464,5,2
86,0.560373936,0.397462753,5,2
87,0.561165721,0.397401852,5,2
88,0.561531096,0.397469573,5,2
89,0.561265622,0.39683533,5,2
90,0.561395036,0.39721112,5,2
91,0.562376895,0.397233127,5,2
92,0.56297985,0.397259752,5,2
93,0.563419296,0.397072789,5,2
94,0.563879557,0.39712174,5,2
95,0.564173973,0.396636422,5,2
96,0.563441949,0.396333792,5,2
97,0.563308003,0.396169414,5,2
98,0.563934111,0.396492564,5,2
99,0.56431294,0.396316525,5,2
100,0.564471811,0.39619676,5,2
101,0.564648552,0.396128633,5,2
102,0.564605533,0.396042687,5,2
103,0.564205335,0.395259775,5,2
104,0.563344289,0.395065895,5,2
105,0.563309419,0.3952819,5,2
106,0.563540276,0.395227019,5,2
107,0.563529712,0.394929335,5,2
108,0.56346289,0.394791332,5,2
109,0.563343503,0.394634776,5,2
110,0.56281999,0.394483325,5,2
111,0.56186526,0.393568819,5,2
112,0.561095056,0.393625294,5,2
113,0.561453154,0.393477672,5,2
114,0.561389355,0.393220006,5,2
115,0.561110538,0.392958826,5,2
116,0.560802957,0.392704018,5,2
117,0.560401614,0.39197958,5,2
118,0.559129738,0.391715948,5,2
119,0.558285665,0.391353144,5,2
120,0.558513403,0.391740107,5,2
121,0.558450419,0.391656938,5,2
122,0.558222772,0.39139772,5,2
123,0.557944569,0.39100925,5,2
124,0.557357212,0.390814504,5,2
125,0.556084316,0.390028504,5,2
126,0.555457416,0.389602835,5,2
127,0.554911244,0.389739187,5,2
128,0.554990928,0.389435196,5,2
129,0.554737551,0.389284052,5,2
130,0.554388025,0.389040487,5,2
131,0.554044085,0.388848043,5,2
132,0.552927709,0.388176111,5,2
133,0.552148558,0.387753716,5,2
134,0.551361873,0.387809948,5,2
135,0.551517258,0.387657122,5,2
136,0.551272636,0.387441429,5,2
137,0.551033401,0.387054617,5,2
138,0.550669221,0.386747892,5,2
139,0.550268858,0.386025776,5,2
140,0.549004682,0.385682606,5,2
141,0.548024082,0.385232488,5,2
142,0.548152425,0.385488016,5,2
143,0.547782227,0.385071083,5,2
144,0.547588161,0.384901646,5,2
145,0.547300889,0.384702954,5,2
146,0.546855586,0.384533743,5,2
147,0.546323733,0.383674763,5,2
148,0.545013869,0.383183218,5,2
149,0.544750275,0.383407966,5,2
150,0.544727626,0.383289529,5,2
151,0.544465412,0.38298071,5,2
152,0.544065693,0.382619925,5,2
153,0.543833975,0.382239733,5,2
154,0.54272013,0.381495135,5,2
155,0.542071108,0.381050278,5,2
156,0.541303889,0.381243726,5,2
157,0.541552932,0.381016134,5,2
158,0.54140468,0.380766725,5,2
159,0.541132033,0.380491978,5,2
160,0.540794023,0.380203456,5,2
161,0.540384891,0.379619189,5,2
162,0.539118412,0.379215403,5,2
163,0.538235169,0.379057856,5,2
164,0.538461665,0.379243371,5,2
165,0.538087709,0.378941525,5,2
166,0.537809184,0.378829298,5,2
167,0.537621095,0.378731562,5,2
168,0.537242718,0.378458231,5,2
169,0.536095932,0.377636521,5,2
170,0.535470709,0.377271183,5,2
171,0.534917818,0.377441042,5,2
172,0.535324458,0.377157318,5,2
173,0.535152029,0.376892197,5,2
174,0.534923592,0.376499586,5,2
175,0.534628796,0.376082523,5,2
176,0.533706249,0.375501543,5,2
177,0.533004419,0.374923024,5,2
178,0.532374564,0.374940529,5,2
179,0.532660245,0.37459067,5,2
180,0.532411386,0.374331729,5,2
181,0.532359522,0.374033314,5,2
182,0.53216183,0.373867026,5,2
183,0.531827017,0.373278725,5,2
184,0.530732353,0.372882161,5,2
185,0.529847436,0.37255024,5,2
186,0.530030595,0.372793914,5,2
187,0.530054222,0.37259035,5,2
188,0.529900465,0.372496949,5,2
189,0.52966998,0.372192652,5,2
190,0.529365602,0.372027042,5,2
191,0.529053412,0.37107287,5,2
192,0.527714035,0.370678165,5,2
193,0.527525789,0.37078044,5,2
194,0.527436052,0.370552655,5,2
195,0.527397769,0.370381498,5,2
196,0.527140631,0.370272941,5,2
197,0.526968515,0.370103288,5,2
198,0.526111826,0.369403776,5,2
199,0.52545772,0.368924913,5,2
200,0.52477724,0.369213736,5,2
201,0.525185866,0.369094013,5,2
202,0.525025701,0.36885643,5,2
203,0.524751509,0.368583027,5,2
204,0.524603958,0.368362288,5,2
205,0.524691312,0.367716755,5,2
206,0.52324995,0.367337783,5,2
207,0.522660364,0.367312546,5,2
208,0.522958108,0.367279287,5,2
209,0.522751166,0.367067131,5,2
210,0.522709507,0.366838229,5,2
211,0.522589666,0.366699525,5,2
212,0.522427519,0.365931819,5,2
213,0.521473756,0.365666731,5,2
214,0.520653707,0.365371556,5,2
215,0.520960186,0.36545252,5,2
216,0.52090892,0.365282232,5,2
217,0.520850586,0.365074545,5,2
218,0.520802562,0.364767774,5,2
219,0.52037147,0.365709341,5,2
220,0.520682801,0.365050294,5,2
221,0.520064496,0.364575974,5,2
222,0.519450259,0.364640512,5,2
223,0.519832658,0.364510123,5,2
224,0.519763926,0.36437786,5,2
225,0.519590329,0.364071199,5,2
226,0.519316211,0.363767076,5,2
227,0.519180204,0.363144988,5,2
228,0.518141138,0.362854236,5,2
229,0.517545845,0.362746408,5,2
230,0.517802636,0.363059543,5,2
231,0.517782505,0.362909584,5,2
232,0.517672591,0.362931958,5,2
233,0.517485441,0.362546985,5,2
234,0.517383576,0.362113404,5,2
235,0.517237187,0.36162602,5,2
236,0.515922803,0.361301523,5,2
237,0.516077495,0.361441691,5,2
238,0.516071601,0.361369556,5,2
239,0.516208329,0.361232782,5,2
240,0.516125304,0.360942727,5,2
241,0.516071138,0.360776554,5,2
242,0.515228697,0.360226369,5,2
243,0.514789381,0.359852217,5,2
244,0.514357672,0.360123799,5,2
245,0.514915456,0.359983331,5,2
246,0.514918129,0.359748744,5,2
247,0.514796139,0.359436631,5,2
248,0.514866639,0.359166942,5,2
249,0.514718058,0.358589777,5,2
250,0.513565577,0.358171286,5,2
251,0.512960361,0.358059748,5,2
252,0.513355678,0.358197883,5,2
253,0.513384216,0.357940712,5,2
254,0.513447191,0.357612426,5,2
255,0.513262499,0.357499579,5,2
256,0.513215311,0.357305623,5,2
257,0.512881695,0.356804607,5,2
258,0.511828661,0.356711776,5,2
259,0.512076854,0.356766087,5,2
260,0.511975341,0.356718755,5,2
261,0.512084168,0.356573334,5,2
262,0.512064655,0.356332089,5,2
263,0.512009093,0.356190194,5,2
264,0.511213593,0.355762863,5,2
265,0.510756605,0.355475747,5,2
266,0.510352156,0.355735162,5,2
267,0.510884081,0.355489499,5,2
268,0.510931928,0.355187719,5,2
269,0.51092734,0.35521016,5,2
270,0.510886414,0.354837126,5,2
271,0.510776188,0.354322427,5,2
272,0.509793771,0.354041939,5,2
273,0.509233221,0.354465538,5,2
274,0.510373557,0.354866116,5,2
275,0.510345284,0.354712013,5,2
276,0.510217965,0.354527927,5,2
277,0.510147813,0.354365112,5,2
278,0.510088123,0.353841724,5,2
279,0.509779212,0.353584488,5,2
280,0.508778137,0.35332477,5,2
281,0.508977659,0.353478534,5,2
282,0.509092876,0.353365261,5,2
283,0.509079613,0.353042541,5,2
284,0.508969182,0.352849409,5,2
285,0.508861794,0.352625152,5,2
286,0.508190927,0.352028369,5,2
287,0.507790258,0.351918818,5,2
288,0.50733269,0.352068159,5,2
289,0.50780308,0.352181096,5,2
290,0.507802117,0.352167884,5,2
291,0.507958479,0.352163605,5,2.5
292,0.508004912,0.352019289,5,2.5
293,0.508205131,0.35183708,5,2.5
294,0.507054529,0.351488592,5,2.5
295,0.506694278,0.351841939,5,2.5
296,0.507243431,0.352141178,5,2.5
297,0.507422609,0.352066943,5,2.5
298,0.507500156,0.352152347,5,2.5
299,0.507591638,0.352386878,5,2.5
300,0.50771458,0.352608011,5,2.5
301,0.507347275,0.35208839,5,2.5
302,0.506757769,0.352119057,5,2.5
303,0.506937968,0.352720526,5,2.5
304,0.507429184,0.352984433,5,2.5
305,0.507669562,0.353198996,5,2.5
306,0.507873255,0.353457631,5,2.5
307,0.508260512,0.353853598,5,2.5
308,0.507985341,0.353843797,5,2.5
309,0.507965596,0.354212611,5,2.5
310,0.508044242,0.354902363,5,2.5
311,0.508990522,0.355431444,5,2.5
312,0.509531708,0.355827691,5,2.5
313,0.510028356,0.356187813,5,2.5
314,0.510581448,0.356665079,5,2.5
315,0.511153875,0.356798405,5,2.5
316,0.51095508,0.357176766,5,2.5
317,0.51121983,0.357646106,5,2.5
318,0.512400558,0.358639206,5,2.5
319,0.513305259,0.359278068,5,2.5
320,0.5142434,0.359918376,5,2.5
321,0.51501455,0.360526801,5,2.5
322,0.515953432,0.361374204,5,2.5
323,0.516110798,0.361563367,5,2.5
324,0.516732535,0.362188105,5,2.5
325,0.517549647,0.363407428,5,2.5
326,0.519171224,0.364123108,5,2.5
327,0.520433847,0.364838176,5,2.5
328,0.521649195,0.365458541,5,2.5
329,0.522836486,0.366189794,5,2.5
330,0.523512065,0.366501226,5,2.5
331,0.524383252,0.367340751,5,2.5
332,0.525385472,0.368633662,5,2.5
333,0.527414547,0.369600362,5,2.5
334,0.528902033,0.370459183,5,2.5
335,0.530345298,0.371399406,5,2.5
336,0.531913593,0.372285341,5,2.5
337,0.533512376,0.373077494,5,2.5
338,0.53439067,0.373841573,5,2.5
339,0.535447856,0.374851546,5,2.5
340,0.537586076,0.376408477,5,2.5
341,0.539382786,0.377381744,5,2.5
342,0.541188871,0.378485484,5,2.5
343,0.542964708,0.379504385,5,2.5
344,0.544727462,0.379948513,5,2.5
345,0.546117474,0.38085674,5,2.5
346,0.547129249,0.381887579,5,2.5
347,0.549453856,0.383407261,5,2.5
348,0.551435785,0.384591899,5,2.5
349,0.553522935,0.385776745,5,2.5
350,0.555536824,0.38700816,5,2.5
351,0.557639571,0.388161154,5,2.5
352,0.558931278,0.388926124,5,2.5
353,0.560622158,0.389855062,5,2.5
354,0.562224828,0.391502186,5,2.5
355,0.565081065,0.392639571,5,2.5
356,0.567130972,0.393777529,5,2.5
357,0.569374389,0.394718118,5,2.5
358,0.571535189,0.395532951,5,2.5
359,0.573706341,0.395860288,5,2.5
360,0.574835356,0.396499348,5,2.5
361,0.576481584,0.397048979,5,2.5
362,0.57914027,0.398149884,5,2.5
363,0.581514801,0.398804893,5,2.5
364,0.583659534,0.399432561,5,2.5
365,0.58583033,0.399937012,5,2.5
366,0.587818153,0.400030422,5,2.5
367,0.589631012,0.400268029,5,2.5
368,0.590189879,0.400428302,5,2.5
369,0.592182279,0.401214446,5,2.5
370,0.593954145,0.401636618,5,2.5
371,0.595771009,0.40192452,5,2.5
372,0.597302463,0.402075484,5,2.5
373,0.5987465,0.402441623,5,2.5
374,0.599146589,0.402178098,5,2.5
375,0.600033914,0.402172108,5,2.5
376,0.600816558,0.402608876,5,2.5
377,0.602659527,0.402512083,5,2.5
378,0.603459072,0.402603744,5,2.5
379,0.6044977,0.402578907,5,2.5
380,0.605307133,0.402668484,5,2.5
381,0.606217969,0.402270516,5,2.5
382,0.60540483,0.402116116,5,2.5
383,0.605439039,0.402179584,5,2.5
384,0.606379555,0.402377151,5,2.5
385,0.606826757,0.402384524,5,2.5
386,0.607232797,0.402286715,5,2.5
387,0.607491536,0.402217824,5,2.5
388,0.607536009,0.401658436,5,2.5
389,0.606666648,0.401420504,5,2.5
390,0.60613983,0.401205138,5,2.5
391,0.60649389,0.401581123,5,2.5
392,0.606509832,0.401381653,5,2.5
393,0.606603409,0.400949745,5,2.5
394,0.606463847,0.400633134,5,2.5
395,0.606218328,0.400348487,5,2.5
396,0.60514656,0.399644992,5,2.5
397,0.604450925,0.3993906,5,2.5
398,0.603783434,0.399549017,5,2.5
399,0.604217072,0.399212147,5,2.5
400,0.603839832,0.398996319,5,2.5
401,0.603518645,0.398724396,5,2.5
402,0.603102925,0.398338993,5,2.5
403,0.602913185,0.397798721,5,2.5
404,0.601065989,0.397180107,5,2.5
405,0.600140493,0.397183942,5,2.5
406,0.600193516,0.397157533,5,2.5
407,0.599783081,0.396948939,5,2.5
408,0.599333832,0.396511829,5,2.5
409,0.598843022,0.396193696,5,2.5
410,0.598198283,0.395382833,5,2.5
411,0.596719698,0.394813431,5,2.5
412,0.59555134,0.394400421,5,2.5
413,0.59544028,0.394554419,5,2.5
414,0.594953367,0.39435746,5,2.5
415,0.594375096,0.394166316,5,2.5
416,0.593647035,0.393907408,5,2.5
417,0.593090355,0.393535835,5,2.5
418,0.591485664,0.392759616,5,2.5
419,0.590579899,0.392109521,5,2.5
420,0.589528044,0.392215086,5,2.5
421,0.589648789,0.391955493,5,2.5
422,0.589098488,0.391604194,5,2.5
423,0.588556035,0.391338615,5,2.5
424,0.588030101,0.390990154,5,2.5
425,0.587429031,0.390141844,5,2.5
426,0.585643973,0.389617123,5,2.5
427,0.584516014,0.389276007,5,2.5
428,0.584497398,0.389333846,5,2.5
429,0.584111976,0.388981006,5,2.5
430,0.583586089,0.388640765,5,2.5
431,0.583026538,0.388454386,5,2.5
432,0.582439648,0.387595994,5,2.5
433,0.58093008,0.387109379,5,2.5
434,0.579916188,0.386531368,5,2.5
435,0.579728102,0.386504562,5,2.5
436,0.579401561,0.386390537,5,2.5
437,0.578970684,0.385984233,5,2.5
438,0.57841089,0.385735869,5,2.5
439,0.577824754,0.385292268,5,2.5
440,0.576342075,0.384541338,5,2.5
441,0.575424805,0.384100836,5,2.5
442,0.574426929,0.384156607,5,2.5
443,0.574584352,0.383857902,5,2.5
444,0.573999743,0.383404293,5,2.5
445,0.573537433,0.383151098,5,2.5
446,0.573029149,0.38282918,5,2.5
447,0.572301983,0.382579657,5,2.5
448,0.570862252,0.381564554,5,2.5
449,0.569850047,0.381694799,5,2.5
450,0.569908092,0.381434466,5,2.5
451,0.569468092,0.381118989,5,2.5
452,0.568953437,0.380871669,5,2.5
453,0.568510529,0.380542807,5,2.5
454,0.568033554,0.379712585,5,2.5
455,0.566663573,0.379379819,5,2.5
456,0.565570992,0.37897154,5,2.5
457,0.565438751,0.378908714,5,2.5
458,0.565142273,0.378711947,5,2.5
459,0.564759108,0.378322014,5,2.5
460,0.564316277,0.378110277,5,2.5
461,0.563894818,0.378095625,5,2.5
462,0.562600892,0.377486836,5,2.5
463,0.561606263,0.377073366,5,2.5
464,0.560848927,0.37719767,5,2.5
465,0.561244231,0.376857876,5,2.5
466,0.560818706,0.376515258,5,2.5
467,0.560434252,0.376260433,5,2.5
468,0.560029625,0.375882708,5,2.5
469,0.559643955,0.375523536,5,2.5
470,0.558008048,0.37469615,5,2.5
471,0.5570792,0.374672438,5,2.5
472,0.557260288,0.374633083,5,2.5
473,0.556994787,0.374494318,5,2.5
474,0.556700666,0.374318824,5,2.5
475,0.556419828,0.374005214,5,2.5
476,0.556041137,0.373179873,5,2.5
477,0.554933141,0.372926744,5,2.5
478,0.55392056,0.372573419,5,2.5
479,0.553780343,0.372769411,5,2.5
480,0.553651069,0.372651277,5,2.5
481,0.553398958,0.372255574,5,2.5
482,0.553139748,0.371874438,5,2.5
483,0.552806845,0.37158241,5,2.5
484,0.551755799,0.37086155,5,2.5
485,0.550993998,0.370456443,5,2.5
486,0.550158625,0.370641044,5,2.5
487,0.550719152,0.370388876,5,2.5
488,0.550354165,0.370054985,5,2.5
489,0.550148135,0.369857826,5,2.5
490,0.549826183,0.369657918,5,2.5
491,0.54952078,0.369410871,5,2.5
492,0.548200272,0.368585945,5,2.5
493,0.547452277,0.368680478,5,2.5
494,0.547697967,0.368553473,5,2.5
495,0.547572024,0.36824222,5,2.5
496,0.547298988,0.367926909,5,2.5
497,0.547104826,0.367775011,5,2.5
498,0.546679823,0.367117858,5,2.5
499,0.545568102,0.366754184,5,2.5
500,0.544754466,0.366468851,5,2.5
501,0.544918017,0.366668426,5,2.5
502,0.544798544,0.366448085,5,2.5
503,0.544685673,0.366149674,5,2.5
504,0.544461814,0.36586218,5,2.5
505,0.544012885,0.365461407,5,2.5
506,0.542957071,0.364707664,5,2.5
507,0.542182661,0.364427223,5,2.5
508,0.541625114,0.364450046,5,2.5
509,0.542099119,0.364307542,5,2.5
510,0.541915762,0.36401859,5,2.5
511,0.541704328,0.363781788,5,2.5
512,0.541481637,0.36356183,5,2.5
513,0.540865891,0.363638559,5,2.5
514,0.540025026,0.362823398,5,2.5
515,0.539434688,0.363042591,5,2.5
516,0.539884723,0.362867336,5,2.5
517,0.539799973,0.362461703,5,2.5
518,0.53967514,0.362266104,5,2.5
519,0.539667726,0.3619904,5,2.5
520,0.539547805,0.361534932,5,2.5
521,0.538466004,0.361259438,5,2.5
522,0.537855036,0.360975833,5,2.5
523,0.538105849,0.361194552,5,2.5
524,0.538070867,0.361214164,5,2.5
525,0.537985796,0.361000857,5,2.5
526,0.537682975,0.360621928,5,2.5
527,0.537436189,0.360545261,5,2.5
528,0.536490311,0.359739326,5,2.5
529,0.53594422,0.359415321,5,2.5
530,0.5355693,0.359580714,5,2.5
531,0.535940149,0.359572149,5,2.5
532,0.535894919,0.359409947,5,2.5
533,0.535832795,0.359231102,5,2.5
534,0.535764418,0.35923005,5,2.5
535,0.534767325,0.358545306,5,2.5
536,0.534257822,0.358190716,5,2.5
537,0.533772892,0.358240813,5,2.5
538,0.534108903,0.358127567,5,2.5
539,0.534145369,0.357977552,5,2.5
540,0.53394254,0.357771558,5,2.5
541,0.533983615,0.35760867,5,2.5
542,0.533823903,0.356922736,5,2.5
543,0.532786282,0.356831187,5,2.5
544,0.532134657,0.356677283,5,2.5
545,0.532517866,0.356831325,5,2.5
546,0.532501777,0.356706325,5,2.5
547,0.532513964,0.356464142,5,2.5
548,0.532361968,0.356213956,5,2.5
549,0.532161273,0.355857719,5,2.5
550,0.531240299,0.355126928,5,2.5
551,0.530781146,0.354802854,5,2.5
552,0.530292257,0.355044667,5,2.5
553,0.530749397,0.354994466,5,2.5
554,0.530756979,0.354967464,5,2.5
555,0.530661585,0.354885719,5,2.5
556,0.530518992,0.354675719,5,2.5
557,0.529735296,0.354229267,5,2.5
558,0.529152057,0.353748694,5,2.5
559,0.5286707,0.353911053,5,2.5
560,0.529045554,0.353746708,5,2.5
561,0.529099007,0.353466164,5,2.5
562,0.529052746,0.353211411,5,2.5
563,0.528978532,0.353153437,5,2.5
564,0.528849231,0.352543319,5,2.5
565,0.527825304,0.352138892,5,2.5
566,0.527109219,0.352088846,5,2.5
567,0.52770489,0.352298042,5,2.5
568,0.527697126,0.352133552,5,2.5
569,0.52766599,0.35190876,5,2.5
570,0.527590634,0.351678044,5,2.5
571,0.527446731,0.351696948,5,2.5
572,0.527067583,0.350903188,5,2.5
573,0.525970335,0.350611073,5,2.5
574,0.525970817,0.35094933,5,2.5
575,0.526162914,0.350950484,5,2.5
576,0.526036711,0.350830965,5,2.5
577,0.525994742,0.350872695,5,2.5
578,0.525992727,0.350772251,5,2.5
579,0.525992727,0.350772251,5,2.5
580,0.525992727,0.350772251,5,2.5
581,0.525252347,0.350382567,5,3
582,0.524666789,0.350246293,5,3
583,0.524194176,0.350501044,5,3
584,0.524632602,0.350683593,5,3
585,0.524677627,0.350862933,5,3
586,0.524745343,0.350835017,5,3
587,0.524726592,0.351060886,5,3
588,0.524694134,0.350769802,5,3
589,0.523808263,0.35090122,5,3
590,0.5234018,0.351131708,5,3
591,0.523795994,0.351717584,5,3
592,0.524106537,0.352155154,5,3
593,0.524386237,0.352479246,5,3
594,0.524684672,0.352995459,5,3
595,0.524851073,0.353355947,5,3
596,0.525217266,0.353639048,5,3
597,0.524470289,0.354119871,5,3
598,0.525179803,0.355149853,5,3
599,0.525862115,0.355962005,5,3
600,0.52652883,0.356699674,5,3
601,0.527111867,0.357501055,5,3
602,0.527662394,0.358153003,5,3
603,0.528024474,0.358479869,5,3
604,0.528496532,0.359338047,5,3
605,0.528989182,0.360595538,5,3
606,0.530562138,0.36151158,5,3
607,0.531805873,0.362537501,5,3
608,0.533042515,0.363612428,5,3
609,0.534296402,0.364794885,5,3
610,0.535639045,0.365446641,5,3
611,0.536218329,0.366394095,5,3
612,0.537078517,0.367392901,5,3
613,0.539104516,0.369031132,5,3
614,0.540930258,0.370405797,5,3
615,0.542595629,0.371834861,5,3
616,0.544515664,0.373239052,5,3
617,0.54632301,0.374716666,5,3
618,0.547579621,0.375541437,5,3
619,0.549305505,0.376744154,5,3
620,0.551217234,0.378579626,5,3
621,0.554020284,0.380216772,5,3
622,0.556346182,0.381841856,5,3
623,0.558747155,0.3836252,5,3
624,0.561582571,0.385352424,5,3
625,0.56311072,0.386610163,5,3
626,0.565320399,0.387970185,5,3
627,0.567581291,0.38985004,5,3
628,0.570939288,0.391624861,5,3
629,0.573898219,0.393327358,5,3
630,0.576815811,0.394987952,5,3
631,0.579780408,0.396820779,5,3
632,0.582756676,0.398136904,5,3
633,0.584771049,0.399759388,5,3
634,0.587160603,0.401366612,5,3
635,0.590676657,0.403569228,5,3
636,0.5939095,0.405336127,5,3
637,0.597023262,0.407252826,5,3
638,0.600234268,0.409201267,5,3
639,0.603347151,0.41125487,5,3
640,0.606055034,0.412461634,5,3
641,0.608673627,0.414281688,5,3
642,0.612083621,0.416539624,5,3
643,0.616051861,0.418286099,5,3
644,0.61950274,0.420129217,5,3
645,0.622969653,0.421417298,5,3
646,0.62655184,0.422861207,5,3
647,0.629588379,0.424233397,5,3
648,0.632538137,0.425064988,5,3
649,0.635748031,0.426819086,5,3
650,0.639999359,0.427953399,5,3
651,0.64375216,0.429076589,5,3
652,0.647279849,0.429923892,5,3
653,0.650852081,0.430648125,5,3
654,0.654155322,0.430741053,5,3
655,0.656248839,0.431267292,5,3
656,0.658784907,0.431649339,5,3
657,0.662313871,0.432775484,5,3
658,0.665152095,0.432964795,5,3
659,0.667878164,0.433275218,5,3
660,0.670520202,0.433597586,5,3
661,0.672744205,0.433735453,5,3
662,0.67477874,0.433274263,5,3
663,0.675378824,0.433423765,5,3
664,0.677538951,0.434002579,5,3
665,0.679556144,0.434252826,5,3
666,0.681130938,0.43442207,5,3
667,0.682510403,0.434530829,5,3
668,0.683614063,0.434524037,5,3
669,0.683800348,0.433858479,5,3
670,0.684148487,0.43358618,5,3
671,0.684509196,0.433981849,5,3
672,0.685944218,0.43385184,5,3
673,0.686527219,0.43368161,5,3
674,0.687037007,0.433396505,5,3
675,0.687243844,0.433040496,5,3
676,0.687659043,0.432607282,5,3
677,0.686128179,0.431842226,5,3
678,0.685726798,0.431984016,5,3
679,0.686400927,0.431836099,5,3
680,0.68634144,0.431423578,5,3
681,0.686016667,0.43112782,5,3
682,0.685601704,0.430844336,5,3
683,0.685153442,0.429966972,5,3
684,0.683903882,0.429428465,5,3
685,0.682787955,0.428853828,5,3
686,0.682750448,0.428901199,5,3
687,0.68230767,0.428556965,5,3
688,0.681734615,0.428249163,5,3
689,0.680988374,0.427892113,5,3
690,0.680241516,0.427470574,5,3
691,0.678421132,0.426432403,5,3
692,0.677125299,0.425767084,5,3
693,0.675896325,0.425820537,5,3
694,0.675904154,0.425447902,5,3
695,0.675088868,0.42481668,5,3
696,0.674084347,0.424165407,5,3
697,0.67297244,0.423708158,5,3
698,0.67131371,0.423137066,5,3
699,0.669859241,0.422163351,5,3
700,0.668434998,0.421954276,5,3
701,0.668128755,0.42158195,5,3
702,0.667318663,0.421140908,5,3
703,0.666338157,0.420554787,5,3
704,0.665329396,0.420067498,5,3
705,0.664227119,0.419106239,5,3
706,0.662202924,0.418456419,5,3
707,0.660565701,0.417785935,5,3
708,0.660112984,0.41772386,5,3
709,0.659281623,0.417068785,5,3
710,0.658173761,0.416742225,5,3
711,0.657255187,0.416236607,5,3
712,0.656104054,0.415666526,5,3
713,0.654981227,0.414652468,5,3
714,0.652575386,0.414108089,5,3
715,0.651895773,0.414115866,5,3
716,0.651140461,0.413726062,5,3
717,0.649997602,0.413325889,5,3
718,0.649075454,0.412959809,5,3
719,0.648200319,0.412516318,5,3
720,0.646377221,0.411490706,5,3
721,0.64484251,0.410866688,5,3
722,0.643503368,0.410825041,5,3
723,0.643273772,0.410315023,5,3
724,0.642383165,0.40981029,5,3
725,0.641386877,0.409300629,5,3
726,0.640632434,0.408611909,5,3
727,0.639988168,0.407679627,5,3
728,0.637718179,0.407034231,5,3
729,0.636302571,0.406751078,5,3
730,0.635891796,0.406601701,5,3
731,0.635085039,0.406248863,5,3
732,0.634276519,0.405832271,5,3
733,0.633262138,0.405314988,5,3
734,0.632205304,0.4041626,5,3
735,0.630368807,0.403586996,5,3
736,0.628856188,0.402941586,5,3
737,0.62848749,0.402749194,5,3
738,0.627736024,0.402373666,5,3
739,0.62693806,0.401736114,5,3
740,0.626074034,0.401083329,5,3
741,0.625100608,0.400491233,5,3
742,0.623293956,0.399439209,5,3
